Date,Day_of_Week,Holiday_Indicator,Sales
2019-07-24,Wednesday,0,412
2019-07-25,Thursday,0,442
2019-07-26,Friday,0,398
2019-07-27,Saturday,0,258
2019-07-28,Sunday,0,293
2019-07-29,Monday,0,455
2019-07-30,Tuesday,0,419
2019-07-31,Wednesday,0,413
2019-08-01,Thursday,0,451
2019-08-02,Friday,0,523
2019-08-03,Saturday,0,255
2019-08-04,Sunday,0,274
2019-08-05,Monday,0,470
2019-08-06,Tuesday,0,444
2019-08-07,Wednesday,0,403
2019-08-08,Thursday,0,483
2019-08-09,Friday,0,465
2019-08-10,Saturday,0,286
2019-08-11,Sunday,1,387
2019-08-12,Monday,1,787
2019-08-13,Tuesday,0,426
2019-08-14,Wednesday,0,548
2019-08-15,Thursday,1,579
2019-08-16,Friday,0,488
2019-08-17,Saturday,0,285
2019-08-18,Sunday,0,251
2019-08-19,Monday,0,487
2019-08-20,Tuesday,0,527
2019-08-21,Wednesday,0,364
2019-08-22,Thursday,0,491
2019-08-23,Friday,0,351
2019-08-24,Saturday,0,246
2019-08-25,Sunday,0,317
2019-08-26,Monday,0,440
2019-08-27,Tuesday,0,413
2019-08-28,Wednesday,0,458
2019-08-29,Thursday,0,564
2019-08-30,Friday,0,382
2019-08-31,Saturday,0,244
2019-09-01,Sunday,0,345
2019-09-02,Monday,0,610
2019-09-03,Tuesday,0,509
2019-09-04,Wednesday,0,451
2019-09-05,Thursday,0,622
2019-09-06,Friday,0,596
2019-09-07,Saturday,0,320
2019-09-08,Sunday,0,275
2019-09-09,Monday,1,768
2019-09-10,Tuesday,0,506
2019-09-11,Wednesday,0,531
2019-09-12,Thursday,0,589
2019-09-13,Friday,0,560
2019-09-14,Saturday,0,267
2019-09-15,Sunday,0,341
2019-09-16,Monday,0,530
2019-09-17,Tuesday,0,550
2019-09-18,Wednesday,0,590
2019-09-19,Thursday,0,457
2019-09-20,Friday,0,512
2019-09-21,Saturday,0,284
2019-09-22,Sunday,0,253
2019-09-23,Monday,0,532
2019-09-24,Tuesday,0,644
2019-09-25,Wednesday,0,420
2019-09-26,Thursday,0,513
2019-09-27,Friday,0,547
2019-09-28,Saturday,0,303
2019-09-29,Sunday,0,296
2019-09-30,Monday,0,447
2019-10-01,Tuesday,0,670
2019-10-02,Wednesday,1,908
2019-10-03,Thursday,0,511
2019-10-04,Friday,0,733
2019-10-05,Saturday,0,418
2019-10-06,Sunday,0,384
2019-10-07,Monday,0,670
2019-10-08,Tuesday,0,725
2019-10-09,Wednesday,0,669
2019-10-10,Thursday,0,714
2019-10-11,Friday,0,635
2019-10-12,Saturday,0,432
2019-10-13,Sunday,0,394
2019-10-14,Monday,0,667
2019-10-15,Tuesday,0,571
2019-10-16,Wednesday,0,674
2019-10-17,Thursday,0,600
2019-10-18,Friday,0,613
2019-10-19,Saturday,0,351
2019-10-20,Sunday,0,341
2019-10-21,Monday,0,794
2019-10-22,Tuesday,0,742
2019-10-23,Wednesday,0,781
2019-10-24,Thursday,0,575
2019-10-25,Friday,0,659
2019-10-26,Saturday,0,332
2019-10-27,Sunday,1,533
2019-10-28,Monday,0,595
2019-10-29,Tuesday,0,736
2019-10-30,Wednesday,0,629
2019-10-31,Thursday,0,725
2019-11-01,Friday,0,744
2019-11-02,Saturday,0,503
2019-11-03,Sunday,0,348
2019-11-04,Monday,0,790
2019-11-05,Tuesday,0,782
2019-11-06,Wednesday,0,633
2019-11-07,Thursday,0,772
2019-11-08,Friday,0,725
2019-11-09,Saturday,1,600
2019-11-10,Sunday,0,375
2019-11-11,Monday,0,651
2019-11-12,Tuesday,0,845
2019-11-13,Wednesday,0,702
2019-11-14,Thursday,0,756
2019-11-15,Friday,0,646
2019-11-16,Saturday,0,377
2019-11-17,Sunday,0,453
2019-11-18,Monday,0,607
2019-11-19,Tuesday,0,672
2019-11-20,Wednesday,0,704
2019-11-21,Thursday,0,709
2019-11-22,Friday,0,689
2019-11-23,Saturday,0,425
2019-11-24,Sunday,0,437
2019-11-25,Monday,0,753
2019-11-26,Tuesday,0,632
2019-11-27,Wednesday,0,682
2019-11-28,Thursday,0,785
2019-11-29,Friday,0,764
2019-11-30,Saturday,0,353
2019-12-01,Sunday,0,452
2019-12-02,Monday,0,600
2019-12-03,Tuesday,0,752
2019-12-04,Wednesday,0,890
2019-12-05,Thursday,0,677
2019-12-06,Friday,0,686
2019-12-07,Saturday,0,470
2019-12-08,Sunday,0,369
2019-12-09,Monday,0,701
2019-12-10,Tuesday,0,793
2019-12-11,Wednesday,0,701
2019-12-12,Thursday,0,731
2019-12-13,Friday,0,804
2019-12-14,Saturday,0,455
2019-12-15,Sunday,0,448
2019-12-16,Monday,0,723
2019-12-17,Tuesday,0,776
2019-12-18,Wednesday,0,739
2019-12-19,Thursday,0,783
2019-12-20,Friday,0,711
2019-12-21,Saturday,0,428
2019-12-22,Sunday,0,393
2019-12-23,Monday,0,746
2019-12-24,Tuesday,0,688
2019-12-25,Wednesday,1,998
2019-12-26,Thursday,0,768
2019-12-27,Friday,0,764
2019-12-28,Saturday,0,470
2019-12-29,Sunday,0,417
2019-12-30,Monday,0,779
2019-12-31,Tuesday,0,790
2020-01-01,Wednesday,0,601
2020-01-02,Thursday,0,528
2020-01-03,Friday,0,584
2020-01-04,Saturday,0,348
2020-01-05,Sunday,0,336
2020-01-06,Monday,0,455
2020-01-07,Tuesday,0,585
2020-01-08,Wednesday,0,703
2020-01-09,Thursday,0,555
2020-01-10,Friday,0,534
2020-01-11,Saturday,0,348
2020-01-12,Sunday,0,346
2020-01-13,Monday,0,644
2020-01-14,Tuesday,1,755
2020-01-15,Wednesday,0,618
2020-01-16,Thursday,0,610
2020-01-17,Friday,0,567
2020-01-18,Saturday,0,347
2020-01-19,Sunday,0,370
2020-01-20,Monday,0,626
2020-01-21,Tuesday,0,510
2020-01-22,Wednesday,0,623
2020-01-23,Thursday,0,572
2020-01-24,Friday,0,580
2020-01-25,Saturday,0,338
2020-01-26,Sunday,1,496
2020-01-27,Monday,0,644
2020-01-28,Tuesday,0,571
2020-01-29,Wednesday,0,511
2020-01-30,Thursday,0,553
2020-01-31,Friday,0,586
2020-02-01,Saturday,0,345
2020-02-02,Sunday,0,326
2020-02-03,Monday,0,483
2020-02-04,Tuesday,0,659
2020-02-05,Wednesday,0,541
2020-02-06,Thursday,0,595
2020-02-07,Friday,0,519
2020-02-08,Saturday,0,324
2020-02-09,Sunday,0,333
2020-02-10,Monday,0,592
2020-02-11,Tuesday,0,583
2020-02-12,Wednesday,0,574
2020-02-13,Thursday,0,511
2020-02-14,Friday,0,497
2020-02-15,Saturday,0,318
2020-02-16,Sunday,0,336
2020-02-17,Monday,0,516
2020-02-18,Tuesday,0,584
2020-02-19,Wednesday,0,604
2020-02-20,Thursday,0,479
2020-02-21,Friday,0,483
2020-02-22,Saturday,0,303
2020-02-23,Sunday,0,317
2020-02-24,Monday,0,500
2020-02-25,Tuesday,0,599
2020-02-26,Wednesday,0,550
2020-02-27,Thursday,0,530
2020-02-28,Friday,0,452
2020-02-29,Saturday,0,267
2020-03-01,Sunday,0,374
2020-03-02,Monday,0,490
2020-03-03,Tuesday,0,687
2020-03-04,Wednesday,0,614
2020-03-05,Thursday,0,826
2020-03-06,Friday,0,768
2020-03-07,Saturday,0,357
2020-03-08,Sunday,0,360
2020-03-09,Monday,0,686
2020-03-10,Tuesday,1,1000
2020-03-11,Wednesday,0,521
2020-03-12,Thursday,0,512
2020-03-13,Friday,0,585
2020-03-14,Saturday,0,385
2020-03-15,Sunday,0,382
2020-03-16,Monday,0,690
2020-03-17,Tuesday,0,549
2020-03-18,Wednesday,0,479
2020-03-19,Thursday,0,677
2020-03-20,Friday,0,572
2020-03-21,Saturday,0,290
2020-03-22,Sunday,0,369
2020-03-23,Monday,0,673
2020-03-24,Tuesday,0,616
2020-03-25,Wednesday,0,595
2020-03-26,Thursday,0,614
2020-03-27,Friday,0,600
2020-03-28,Saturday,0,314
2020-03-29,Sunday,0,337
2020-03-30,Monday,0,656
2020-03-31,Tuesday,0,644
2020-04-01,Wednesday,0,439
2020-04-02,Thursday,0,389
2020-04-03,Friday,0,424
2020-04-04,Saturday,0,197
2020-04-05,Sunday,1,384
2020-04-06,Monday,0,493
2020-04-07,Tuesday,0,368
2020-04-08,Wednesday,0,406
2020-04-09,Thursday,0,446
2020-04-10,Friday,1,729
2020-04-11,Saturday,0,240
2020-04-12,Sunday,1,351
2020-04-13,Monday,0,346
2020-04-14,Tuesday,0,436
2020-04-15,Wednesday,0,520
2020-04-16,Thursday,0,443
2020-04-17,Friday,0,431
2020-04-18,Saturday,0,260
2020-04-19,Sunday,0,251
2020-04-20,Monday,0,396
2020-04-21,Tuesday,0,467
2020-04-22,Wednesday,0,441
2020-04-23,Thursday,0,432
2020-04-24,Friday,0,389
2020-04-25,Saturday,0,284
2020-04-26,Sunday,0,268
2020-04-27,Monday,0,408
2020-04-28,Tuesday,0,475
2020-04-29,Wednesday,0,410
2020-04-30,Thursday,0,398
2020-05-01,Friday,1,532
2020-05-02,Saturday,0,184
2020-05-03,Sunday,0,234
2020-05-04,Monday,0,313
2020-05-05,Tuesday,0,336
2020-05-06,Wednesday,0,304
2020-05-07,Thursday,0,380
2020-05-08,Friday,0,378
2020-05-09,Saturday,0,216
2020-05-10,Sunday,0,200
2020-05-11,Monday,0,338
2020-05-12,Tuesday,0,401
2020-05-13,Wednesday,0,362
2020-05-14,Thursday,0,396
2020-05-15,Friday,0,350
2020-05-16,Saturday,0,228
2020-05-17,Sunday,0,253
2020-05-18,Monday,0,406
2020-05-19,Tuesday,0,368
2020-05-20,Wednesday,0,393
2020-05-21,Thursday,0,374
2020-05-22,Friday,0,384
2020-05-23,Saturday,0,216
2020-05-24,Sunday,1,330
2020-05-25,Monday,1,588
2020-05-26,Tuesday,0,345
2020-05-27,Wednesday,0,344
2020-05-28,Thursday,0,330
2020-05-29,Friday,0,322
2020-05-30,Saturday,0,196
2020-05-31,Sunday,1,341
2020-06-01,Monday,0,306
2020-06-02,Tuesday,0,353
2020-06-03,Wednesday,0,337
2020-06-04,Thursday,0,269
2020-06-05,Friday,0,358
2020-06-06,Saturday,0,211
2020-06-07,Sunday,0,176
2020-06-08,Monday,0,350
2020-06-09,Tuesday,0,307
2020-06-10,Wednesday,0,339
2020-06-11,Thursday,0,293
2020-06-12,Friday,0,275
2020-06-13,Saturday,0,188
2020-06-14,Sunday,0,193
2020-06-15,Monday,0,322
2020-06-16,Tuesday,0,296
2020-06-17,Wednesday,0,322
2020-06-18,Thursday,0,345
2020-06-19,Friday,0,334
2020-06-20,Saturday,0,199
2020-06-21,Sunday,0,182
2020-06-22,Monday,0,375
2020-06-23,Tuesday,0,296
2020-06-24,Wednesday,0,352
2020-06-25,Thursday,0,375
2020-06-26,Friday,0,352
2020-06-27,Saturday,0,192
2020-06-28,Sunday,0,185
2020-06-29,Monday,0,370
2020-06-30,Tuesday,0,288
2020-07-01,Wednesday,0,390
2020-07-02,Thursday,0,414
2020-07-03,Friday,0,485
2020-07-04,Saturday,0,261
2020-07-05,Sunday,0,227
2020-07-06,Monday,0,418
2020-07-07,Tuesday,0,405
2020-07-08,Wednesday,0,401
2020-07-09,Thursday,0,474
2020-07-10,Friday,0,372
2020-07-11,Saturday,0,292
2020-07-12,Sunday,0,272
2020-07-13,Monday,0,479
2020-07-14,Tuesday,0,412
2020-07-15,Wednesday,0,425
2020-07-16,Thursday,0,370
2020-07-17,Friday,0,409
2020-07-18,Saturday,0,264
2020-07-19,Sunday,0,284
2020-07-20,Monday,0,384
2020-07-21,Tuesday,0,416
2020-07-22,Wednesday,0,425
2020-07-23,Thursday,0,371
2020-07-24,Friday,0,457
2020-07-25,Saturday,0,233
2020-07-26,Sunday,0,247
2020-07-27,Monday,0,412
2020-07-28,Tuesday,0,397
2020-07-29,Wednesday,0,431
2020-07-30,Thursday,0,422
2020-07-31,Friday,1,623
2020-08-01,Saturday,1,389
2020-08-02,Sunday,0,288
2020-08-03,Monday,0,559
2020-08-04,Tuesday,0,486
2020-08-05,Wednesday,0,527
2020-08-06,Thursday,0,413
2020-08-07,Friday,0,487
2020-08-08,Saturday,0,249
2020-08-09,Sunday,0,238
2020-08-10,Monday,0,444
2020-08-11,Tuesday,0,537
2020-08-12,Wednesday,0,525
2020-08-13,Thursday,0,491
2020-08-14,Friday,0,406
2020-08-15,Saturday,1,411
2020-08-16,Sunday,0,288
2020-08-17,Monday,0,488
2020-08-18,Tuesday,0,391
2020-08-19,Wednesday,0,437
2020-08-20,Thursday,0,476
2020-08-21,Friday,0,505
2020-08-22,Saturday,0,218
2020-08-23,Sunday,0,275
2020-08-24,Monday,0,486
2020-08-25,Tuesday,0,520
2020-08-26,Wednesday,0,513
2020-08-27,Thursday,0,507
2020-08-28,Friday,0,441
2020-08-29,Saturday,1,339
2020-08-30,Sunday,0,268
2020-08-31,Monday,0,528
2020-09-01,Tuesday,0,601
2020-09-02,Wednesday,0,565
2020-09-03,Thursday,0,550
2020-09-04,Friday,0,548
2020-09-05,Saturday,0,290
2020-09-06,Sunday,0,303
2020-09-07,Monday,0,616
2020-09-08,Tuesday,0,478
2020-09-09,Wednesday,0,613
2020-09-10,Thursday,0,510
2020-09-11,Friday,0,597
2020-09-12,Saturday,0,264
2020-09-13,Sunday,0,326
2020-09-14,Monday,0,489
2020-09-15,Tuesday,0,453
2020-09-16,Wednesday,0,539
2020-09-17,Thursday,0,581
2020-09-18,Friday,0,483
2020-09-19,Saturday,0,261
2020-09-20,Sunday,0,305
2020-09-21,Monday,0,523
2020-09-22,Tuesday,0,556
2020-09-23,Wednesday,0,578
2020-09-24,Thursday,0,524
2020-09-25,Friday,0,625
2020-09-26,Saturday,0,314
2020-09-27,Sunday,0,297
2020-09-28,Monday,0,442
2020-09-29,Tuesday,0,514
2020-09-30,Wednesday,0,510
2020-10-01,Thursday,0,736
2020-10-02,Friday,1,1000
2020-10-03,Saturday,0,345
2020-10-04,Sunday,0,398
2020-10-05,Monday,0,717
2020-10-06,Tuesday,0,774
2020-10-07,Wednesday,0,731
2020-10-08,Thursday,0,723
2020-10-09,Friday,0,676
2020-10-10,Saturday,0,407
2020-10-11,Sunday,0,440
2020-10-12,Monday,0,582
2020-10-13,Tuesday,0,648
2020-10-14,Wednesday,0,620
2020-10-15,Thursday,0,697
2020-10-16,Friday,0,754
2020-10-17,Saturday,0,368
2020-10-18,Sunday,0,298
2020-10-19,Monday,0,644
2020-10-20,Tuesday,0,733
2020-10-21,Wednesday,0,708
2020-10-22,Thursday,0,700
2020-10-23,Friday,0,653
2020-10-24,Saturday,0,341
2020-10-25,Sunday,0,412
2020-10-26,Monday,0,615
2020-10-27,Tuesday,0,818
2020-10-28,Wednesday,0,710
2020-10-29,Thursday,1,949
2020-10-30,Friday,0,630
2020-10-31,Saturday,0,388
2020-11-01,Sunday,0,409
2020-11-02,Monday,0,800
2020-11-03,Tuesday,0,733
2020-11-04,Wednesday,0,667
2020-11-05,Thursday,0,856
2020-11-06,Friday,0,723
2020-11-07,Saturday,0,452
2020-11-08,Sunday,0,394
2020-11-09,Monday,0,746
2020-11-10,Tuesday,0,742
2020-11-11,Wednesday,0,583
2020-11-12,Thursday,0,865
2020-11-13,Friday,0,812
2020-11-14,Saturday,1,604
2020-11-15,Sunday,0,373
2020-11-16,Monday,0,745
2020-11-17,Tuesday,0,726
2020-11-18,Wednesday,0,745
2020-11-19,Thursday,0,733
2020-11-20,Friday,0,756
2020-11-21,Saturday,0,480
2020-11-22,Sunday,0,443
2020-11-23,Monday,0,644
2020-11-24,Tuesday,0,818
2020-11-25,Wednesday,0,838
2020-11-26,Thursday,0,946
2020-11-27,Friday,0,639
2020-11-28,Saturday,0,430
2020-11-29,Sunday,0,332
2020-11-30,Monday,0,759
2020-12-01,Tuesday,0,725
2020-12-02,Wednesday,0,915
2020-12-03,Thursday,0,708
2020-12-04,Friday,0,638
2020-12-05,Saturday,0,426
2020-12-06,Sunday,0,359
2020-12-07,Monday,0,825
2020-12-08,Tuesday,0,609
2020-12-09,Wednesday,0,770
2020-12-10,Thursday,0,608
2020-12-11,Friday,0,743
2020-12-12,Saturday,0,521
2020-12-13,Sunday,0,464
2020-12-14,Monday,0,701
2020-12-15,Tuesday,0,765
2020-12-16,Wednesday,0,769
2020-12-17,Thursday,0,804
2020-12-18,Friday,0,663
2020-12-19,Saturday,0,474
2020-12-20,Sunday,0,326
2020-12-21,Monday,0,719
2020-12-22,Tuesday,0,730
2020-12-23,Wednesday,0,816
2020-12-24,Thursday,0,769
2020-12-25,Friday,1,990
2020-12-26,Saturday,0,403
2020-12-27,Sunday,0,456
2020-12-28,Monday,0,761
2020-12-29,Tuesday,0,723
2020-12-30,Wednesday,0,731
2020-12-31,Thursday,0,821
2021-01-01,Friday,0,559
2021-01-02,Saturday,0,341
2021-01-03,Sunday,0,419
2021-01-04,Monday,0,506
2021-01-05,Tuesday,0,481
2021-01-06,Wednesday,0,636
2021-01-07,Thursday,0,550
2021-01-08,Friday,0,571
2021-01-09,Saturday,0,317
2021-01-10,Sunday,0,335
2021-01-11,Monday,0,684
2021-01-12,Tuesday,0,637
2021-01-13,Wednesday,0,641
2021-01-14,Thursday,1,760
2021-01-15,Friday,0,522
2021-01-16,Saturday,0,246
2021-01-17,Sunday,0,316
2021-01-18,Monday,0,646
2021-01-19,Tuesday,0,620
2021-01-20,Wednesday,0,577
2021-01-21,Thursday,0,589
2021-01-22,Friday,0,549
2021-01-23,Saturday,0,351
2021-01-24,Sunday,0,370
2021-01-25,Monday,0,494
2021-01-26,Tuesday,1,912
2021-01-27,Wednesday,0,645
2021-01-28,Thursday,0,565
2021-01-29,Friday,0,631
2021-01-30,Saturday,0,441
2021-01-31,Sunday,0,340
2021-02-01,Monday,0,562
2021-02-02,Tuesday,0,501
2021-02-03,Wednesday,0,551
2021-02-04,Thursday,0,566
2021-02-05,Friday,0,551
2021-02-06,Saturday,0,283
2021-02-07,Sunday,0,322
2021-02-08,Monday,0,620
2021-02-09,Tuesday,0,565
2021-02-10,Wednesday,0,593
2021-02-11,Thursday,0,528
2021-02-12,Friday,0,581
2021-02-13,Saturday,0,324
2021-02-14,Sunday,0,285
2021-02-15,Monday,0,558
2021-02-16,Tuesday,0,487
2021-02-17,Wednesday,0,506
2021-02-18,Thursday,0,551
2021-02-19,Friday,0,557
2021-02-20,Saturday,0,278
2021-02-21,Sunday,0,348
2021-02-22,Monday,0,572
2021-02-23,Tuesday,0,503
2021-02-24,Wednesday,0,457
2021-02-25,Thursday,0,533
2021-02-26,Friday,0,517
2021-02-27,Saturday,0,319
2021-02-28,Sunday,0,304
2021-03-01,Monday,0,511
2021-03-02,Tuesday,0,614
2021-03-03,Wednesday,0,620
2021-03-04,Thursday,0,680
2021-03-05,Friday,0,594
2021-03-06,Saturday,0,435
2021-03-07,Sunday,0,301
2021-03-08,Monday,0,723
2021-03-09,Tuesday,0,625
2021-03-10,Wednesday,0,694
2021-03-11,Thursday,0,644
2021-03-12,Friday,0,712
2021-03-13,Saturday,0,358
2021-03-14,Sunday,0,332
2021-03-15,Monday,0,730
2021-03-16,Tuesday,0,632
2021-03-17,Wednesday,0,653
2021-03-18,Thursday,0,718
2021-03-19,Friday,0,573
2021-03-20,Saturday,0,395
2021-03-21,Sunday,0,351
2021-03-22,Monday,0,631
2021-03-23,Tuesday,0,644
2021-03-24,Wednesday,0,543
2021-03-25,Thursday,0,589
2021-03-26,Friday,0,726
2021-03-27,Saturday,0,406
2021-03-28,Sunday,1,556
2021-03-29,Monday,1,982
2021-03-30,Tuesday,0,620
2021-03-31,Wednesday,0,726
2021-04-01,Thursday,0,433
2021-04-02,Friday,1,679
2021-04-03,Saturday,0,287
2021-04-04,Sunday,1,357
2021-04-05,Monday,0,511
2021-04-06,Tuesday,0,375
2021-04-07,Wednesday,0,514
2021-04-08,Thursday,0,426
2021-04-09,Friday,0,432
2021-04-10,Saturday,0,209
2021-04-11,Sunday,0,246
2021-04-12,Monday,0,396
2021-04-13,Tuesday,0,415
2021-04-14,Wednesday,0,436
2021-04-15,Thursday,0,485
2021-04-16,Friday,0,451
2021-04-17,Saturday,0,266
2021-04-18,Sunday,0,230
2021-04-19,Monday,0,403
2021-04-20,Tuesday,0,522
2021-04-21,Wednesday,0,410
2021-04-22,Thursday,0,516
2021-04-23,Friday,0,432
2021-04-24,Saturday,0,258
2021-04-25,Sunday,0,285
2021-04-26,Monday,0,499
2021-04-27,Tuesday,0,437
2021-04-28,Wednesday,0,425
2021-04-29,Thursday,0,440
2021-04-30,Friday,0,457
2021-05-01,Saturday,1,375
2021-05-02,Sunday,0,229
2021-05-03,Monday,0,417
2021-05-04,Tuesday,0,458
2021-05-05,Wednesday,0,408
2021-05-06,Thursday,0,405
2021-05-07,Friday,0,333
2021-05-08,Saturday,0,169
2021-05-09,Sunday,0,238
2021-05-10,Monday,0,389
2021-05-11,Tuesday,0,373
2021-05-12,Wednesday,0,403
2021-05-13,Thursday,1,586
2021-05-14,Friday,1,656
2021-05-15,Saturday,0,231
2021-05-16,Sunday,0,212
2021-05-17,Monday,0,432
2021-05-18,Tuesday,0,385
2021-05-19,Wednesday,0,414
2021-05-20,Thursday,0,374
2021-05-21,Friday,0,368
2021-05-22,Saturday,0,231
2021-05-23,Sunday,1,344
2021-05-24,Monday,0,412
2021-05-25,Tuesday,0,383
2021-05-26,Wednesday,0,321
2021-05-27,Thursday,0,376
2021-05-28,Friday,0,424
2021-05-29,Saturday,0,222
2021-05-30,Sunday,0,223
2021-05-31,Monday,0,432
2021-06-01,Tuesday,0,319
2021-06-02,Wednesday,0,291
2021-06-03,Thursday,0,338
2021-06-04,Friday,0,327
2021-06-05,Saturday,0,181
2021-06-06,Sunday,0,197
2021-06-07,Monday,0,361
2021-06-08,Tuesday,0,344
2021-06-09,Wednesday,0,354
2021-06-10,Thursday,0,406
2021-06-11,Friday,0,332
2021-06-12,Saturday,0,206
2021-06-13,Sunday,0,190
2021-06-14,Monday,0,315
2021-06-15,Tuesday,0,324
2021-06-16,Wednesday,0,327
2021-06-17,Thursday,0,356
2021-06-18,Friday,0,425
2021-06-19,Saturday,0,186
2021-06-20,Sunday,0,192
2021-06-21,Monday,0,342
2021-06-22,Tuesday,0,358
2021-06-23,Wednesday,0,353
2021-06-24,Thursday,0,388
2021-06-25,Friday,0,260
2021-06-26,Saturday,0,152
2021-06-27,Sunday,0,190
2021-06-28,Monday,0,382
2021-06-29,Tuesday,0,290
2021-06-30,Wednesday,0,240
2021-07-01,Thursday,0,468
2021-07-02,Friday,0,453
2021-07-03,Saturday,0,230
2021-07-04,Sunday,0,232
2021-07-05,Monday,0,399
2021-07-06,Tuesday,0,447
2021-07-07,Wednesday,0,415
2021-07-08,Thursday,0,464
2021-07-09,Friday,0,316
2021-07-10,Saturday,0,236
2021-07-11,Sunday,0,229
2021-07-12,Monday,0,431
2021-07-13,Tuesday,0,418
2021-07-14,Wednesday,0,478
2021-07-15,Thursday,0,360
2021-07-16,Friday,0,444
2021-07-17,Saturday,0,272
2021-07-18,Sunday,0,306
2021-07-19,Monday,0,421
2021-07-20,Tuesday,1,685
2021-07-21,Wednesday,1,544
2021-07-22,Thursday,0,336
2021-07-23,Friday,0,480
2021-07-24,Saturday,0,258
2021-07-25,Sunday,0,288
2021-07-26,Monday,0,381
2021-07-27,Tuesday,0,465
2021-07-28,Wednesday,0,525
2021-07-29,Thursday,0,461
2021-07-30,Friday,0,455
2021-07-31,Saturday,0,258
2021-08-01,Sunday,0,241
2021-08-02,Monday,0,558
2021-08-03,Tuesday,0,461
2021-08-04,Wednesday,0,516
2021-08-05,Thursday,0,415
2021-08-06,Friday,0,433
2021-08-07,Saturday,0,328
2021-08-08,Sunday,0,277
2021-08-09,Monday,0,563
2021-08-10,Tuesday,0,488
2021-08-11,Wednesday,0,401
2021-08-12,Thursday,0,535
2021-08-13,Friday,0,462
2021-08-14,Saturday,0,307
2021-08-15,Sunday,1,431
2021-08-16,Monday,0,416
2021-08-17,Tuesday,0,500
2021-08-18,Wednesday,1,900
2021-08-19,Thursday,0,516
2021-08-20,Friday,0,489
2021-08-21,Saturday,0,317
2021-08-22,Sunday,0,293
2021-08-23,Monday,0,502
2021-08-24,Tuesday,0,438
2021-08-25,Wednesday,0,503
2021-08-26,Thursday,0,542
2021-08-27,Friday,0,450
2021-08-28,Saturday,0,327
2021-08-29,Sunday,0,284
2021-08-30,Monday,0,448
2021-08-31,Tuesday,0,541
2021-09-01,Wednesday,0,525
2021-09-02,Thursday,0,582
2021-09-03,Friday,0,525
2021-09-04,Saturday,0,313
2021-09-05,Sunday,0,331
2021-09-06,Monday,0,556
2021-09-07,Tuesday,0,433
2021-09-08,Wednesday,0,480
2021-09-09,Thursday,0,591
2021-09-10,Friday,0,534
2021-09-11,Saturday,0,299
2021-09-12,Sunday,0,272
2021-09-13,Monday,0,482
2021-09-14,Tuesday,0,431
2021-09-15,Wednesday,0,535
2021-09-16,Thursday,0,508
2021-09-17,Friday,0,488
2021-09-18,Saturday,0,313
2021-09-19,Sunday,0,327
2021-09-20,Monday,0,654
2021-09-21,Tuesday,0,459
2021-09-22,Wednesday,0,603
2021-09-23,Thursday,0,593
2021-09-24,Friday,0,499
2021-09-25,Saturday,0,322
2021-09-26,Sunday,0,301
2021-09-27,Monday,0,551
2021-09-28,Tuesday,0,622
2021-09-29,Wednesday,0,573
2021-09-30,Thursday,0,568
2021-10-01,Friday,0,659
2021-10-02,Saturday,1,513
2021-10-03,Sunday,0,393
2021-10-04,Monday,0,771
2021-10-05,Tuesday,0,583
2021-10-06,Wednesday,0,616
2021-10-07,Thursday,0,697
2021-10-08,Friday,0,620
2021-10-09,Saturday,0,369
2021-10-10,Sunday,0,384
2021-10-11,Monday,0,594
2021-10-12,Tuesday,0,621
2021-10-13,Wednesday,0,737
2021-10-14,Thursday,0,598
2021-10-15,Friday,0,578
2021-10-16,Saturday,0,376
2021-10-17,Sunday,0,431
2021-10-18,Monday,1,1000
2021-10-19,Tuesday,0,656
2021-10-20,Wednesday,0,691
2021-10-21,Thursday,0,568
2021-10-22,Friday,0,722
2021-10-23,Saturday,0,417
2021-10-24,Sunday,0,385
2021-10-25,Monday,0,758
2021-10-26,Tuesday,0,611
2021-10-27,Wednesday,0,766
2021-10-28,Thursday,0,699
2021-10-29,Friday,0,665
2021-10-30,Saturday,0,401
2021-10-31,Sunday,0,397
2021-11-01,Monday,0,828
2021-11-02,Tuesday,0,658
2021-11-03,Wednesday,0,681
2021-11-04,Thursday,1,1000
2021-11-05,Friday,0,694
2021-11-06,Saturday,0,469
2021-11-07,Sunday,0,503
2021-11-08,Monday,0,708
2021-11-09,Tuesday,0,788
2021-11-10,Wednesday,0,652
2021-11-11,Thursday,0,793
2021-11-12,Friday,0,752
2021-11-13,Saturday,0,450
2021-11-14,Sunday,0,402
2021-11-15,Monday,0,615
2021-11-16,Tuesday,0,775
2021-11-17,Wednesday,0,585
2021-11-18,Thursday,0,714
2021-11-19,Friday,0,807
2021-11-20,Saturday,0,438
2021-11-21,Sunday,0,514
2021-11-22,Monday,0,813
2021-11-23,Tuesday,0,689
2021-11-24,Wednesday,0,740
2021-11-25,Thursday,0,734
2021-11-26,Friday,0,621
2021-11-27,Saturday,0,390
2021-11-28,Sunday,0,406
2021-11-29,Monday,0,587
2021-11-30,Tuesday,0,741
2021-12-01,Wednesday,0,767
2021-12-02,Thursday,0,655
2021-12-03,Friday,0,819
2021-12-04,Saturday,0,492
2021-12-05,Sunday,0,469
2021-12-06,Monday,0,761
2021-12-07,Tuesday,0,833
2021-12-08,Wednesday,0,840
2021-12-09,Thursday,0,811
2021-12-10,Friday,0,722
2021-12-11,Saturday,0,471
2021-12-12,Sunday,0,514
